date,open,high,low,close,volume,adj_close
2010-12-08,14.8141,14.8278,14.6069,14.7783,70205724,14.6484
2010-12-09,14.8619,14.9044,14.7397,14.8023,74681244,14.6722
2010-12-10,14.8433,14.8646,14.7720,14.8201,68119812,14.6898
2010-12-13,14.9429,15.0901,14.8671,14.8804,95844060,14.7496
2010-12-14,14.9422,14.9722,14.8268,14.8876,65666268,14.7568
2010-12-15,14.8699,14.9262,14.7435,14.7723,86621292,14.6424
2010-12-16,14.8361,14.8591,14.7165,14.8076,63812124,14.6774
2010-12-17,14.7898,14.8288,14.7065,14.7848,123360516,14.6548
2010-12-20,14.8811,14.9620,14.7312,14.8914,78853068,14.7605
2010-12-21,14.9792,15.1331,14.9552,15.0918,75104820,14.9592
2010-12-22,15.1151,15.1902,15.0971,15.1524,48251700,15.0192
2010-12-23,15.1486,15.1652,15.0658,15.1209,44387568,14.9880
2010-12-27,15.0836,15.1096,15.0025,15.0746,48275676,14.9421
2010-12-28,15.0663,15.1119,14.9652,14.9880,42549408,14.8563
2010-12-29,15.0651,15.0753,14.9880,15.0400,40727232,14.9078
2010-12-30,14.9650,15.0483,14.9497,14.9865,39540420,14.8548
2010-12-31,14.9334,14.9755,14.8156,14.8641,61510428,14.7335
2011-01-03,14.9269,15.1549,14.9269,15.1239,94513392,14.9909
2011-01-04,15.1557,15.1697,15.0180,15.0681,72907020,14.9356
2011-01-05,15.0168,15.2735,15.0163,15.2420,101190708,15.1080
2011-01-06,15.2823,15.4762,15.2665,15.3529,82229688,15.2179
2011-01-07,15.4132,15.4717,15.2685,15.4264,83963952,15.2908
2011-01-10,15.3854,15.4002,15.2292,15.3706,63104832,15.2355
2011-01-11,15.4582,15.4855,15.3779,15.4157,57514428,15.2802
2011-01-12,15.4992,15.4992,15.3846,15.4372,65242692,15.3015
2011-01-13,15.4397,15.5073,15.3694,15.4327,53306640,15.2970
2011-01-14,15.4504,15.6224,15.4424,15.6201,94529376,15.4828
2011-01-18,15.6672,16.0658,15.6474,16.0068,144535320,15.8661
2011-01-19,16.0691,16.0901,15.7573,15.8096,136107756,15.6706
2011-01-20,15.8211,15.8679,15.5978,15.6849,219212568,15.5471
2011-01-21,16.0055,16.0593,15.2993,15.3111,355819824,15.1765
2011-01-24,15.2045,15.3276,15.0458,15.2923,183784032,15.1579
2011-01-25,15.2202,15.5328,15.1782,15.5133,145726128,15.3769
2011-01-26,15.5238,15.5778,15.3974,15.4279,81442476,15.2923
2011-01-27,15.4627,15.5080,15.3466,15.4352,80687232,15.2995
2011-01-28,15.4922,15.5245,15.0090,15.0398,169074756,14.9076
2011-01-31,15.1051,15.1269,14.9037,15.0240,112083804,14.8920
2011-02-01,15.1274,15.3491,15.0928,15.2913,109702188,15.1569
2011-02-02,15.2903,15.3739,15.2035,15.3153,70357572,15.1807
2011-02-03,15.2523,15.3016,15.1684,15.2690,59744196,15.1348
2011-02-04,15.2690,15.3013,15.1804,15.2898,61969968,15.1554
2011-02-07,15.2693,15.4752,15.2455,15.3726,71912016,15.2375
2011-02-08,15.3886,15.5063,15.3781,15.4750,67728204,15.3390
2011-02-09,15.4372,15.5018,15.3238,15.4279,73626300,15.2923
2011-02-10,15.3629,15.4530,15.3043,15.4264,93282624,15.2908
2011-02-11,15.3601,15.6406,15.3403,15.6281,103492404,15.4908
2011-02-14,15.5991,15.7568,15.5165,15.7195,85034880,15.5813
2011-02-15,15.6987,15.7680,15.5931,15.6194,83596320,15.4821
2011-02-16,15.6564,15.6782,15.5681,15.6211,67292640,15.4838
2011-02-17,15.5468,15.6969,15.5225,15.6471,59092848,15.5096
2011-02-18,15.6657,15.7953,15.6201,15.7678,128587284,15.6292
2011-02-22,15.5163,15.6389,15.2095,15.2705,145450404,15.1363
2011-02-23,15.2735,15.3829,15.1151,15.2983,115468416,15.1638
2011-02-24,15.3000,15.3426,15.0488,15.2357,108359532,15.1018
2011-02-25,15.3118,15.3834,15.2528,15.2663,77218704,15.1321
2011-02-28,15.2653,15.4277,15.2155,15.3504,91168740,15.2154
2011-03-01,15.4600,15.4960,14.9975,15.0340,132795072,14.9019
2011-03-02,15.0100,15.1652,14.8946,15.0348,80986932,14.9026
2011-03-03,15.1747,15.3026,15.1401,15.2543,77734188,15.1202
2011-03-04,15.2235,15.2397,15.0200,15.0305,120319560,14.8984
2011-03-07,15.0288,15.1074,14.6897,14.8063,138369492,14.6762
2011-03-08,14.8381,14.9645,14.7698,14.8226,91304604,14.6923
2011-03-09,14.7898,14.8776,14.6584,14.8091,85953960,14.6789
2011-03-10,14.6507,14.6802,14.5008,14.5220,124998876,14.3944
2011-03-11,14.4700,14.5145,14.3476,14.4322,121158720,14.3053
2011-03-14,14.3343,14.4717,14.2147,14.2640,112531356,14.1386
2011-03-15,13.9515,14.2893,13.9014,14.2533,160063776,14.1280
2011-03-16,14.2145,14.2590,13.7958,13.9414,151788060,13.8189
2011-03-17,14.1261,14.2392,14.0275,14.0480,115856028,13.9246
2011-03-18,14.1301,14.2140,14.0075,14.0405,131812056,13.9171
2011-03-21,14.2698,14.5095,14.2397,14.4269,120715164,14.3001
2011-03-22,14.4462,14.4952,14.3271,14.4474,75400524,14.3205
2011-03-23,14.3941,14.5758,14.3143,14.5686,72575352,14.4405
2011-03-24,14.6504,14.7245,14.4845,14.6869,83864052,14.5578
2011-03-25,14.6867,14.6874,14.4955,14.5080,114221664,14.3805
2011-03-28,14.5663,14.6394,14.3821,14.3984,88647264,14.2718
2011-03-29,14.4144,14.5618,14.3396,14.5578,64127808,14.4299
2011-03-30,14.6241,14.6522,14.5290,14.5606,56835108,14.4326
2011-03-31,14.5896,14.7187,14.5581,14.6837,81094824,14.5546
2011-04-01,14.7337,14.8946,14.7337,14.8098,104423472,14.6796
2011-04-04,14.8398,14.8834,14.5921,14.7067,82097820,14.5774
2011-04-05,14.5415,14.5518,14.1562,14.2415,241658100,14.1163
2011-04-06,14.3188,14.3934,14.2142,14.3689,106625268,14.2426
2011-04-07,14.4077,14.5305,14.3691,14.5145,101158740,14.3869
2011-04-08,14.6369,14.6369,14.4660,14.4685,75995928,14.3413
2011-04-11,14.4194,14.4670,14.3393,14.4487,74253672,14.3217
2011-04-12,14.3894,14.4372,14.2155,14.2795,83340576,14.1540
2011-04-13,14.4022,14.4545,14.3081,14.4214,82693224,14.2947
2011-04-14,14.3941,14.5008,14.3168,14.4772,218033748,14.3500
2011-04-15,13.6459,13.6574,13.2648,13.2808,561186252,13.1641
2011-04-18,13.1737,13.2047,12.9880,13.1842,201390408,13.0683
2011-04-19,13.2620,13.2853,13.0355,13.0513,107256636,12.9366
2011-04-20,13.1607,13.1837,13.0478,13.1564,122277600,13.0408
2011-04-21,13.2004,13.2202,13.0728,13.1406,98705196,13.0251
